paid_only,frequency,progress,stat.question_id,stat.question__article__slug,title,slug,is_hidden,total_accepted,total_submissions,id,stat.is_new_question,difficulty.level,ProblemDescription,num_solutions,num_likes,Python_Declaration,Python_Solutions
False,0,0,12,integer-to-roman,Integer to Roman,integer-to-roman,False,958789,1547479,12,False,2,"Can you solve this real interview question? Integer to Roman - Roman numerals are represented by seven different symbols: I, V, X, L, C, D and M.


Symbol       Value
I             1
V             5
X             10
L             50
C             100
D             500
M             1000

For example, 2 is written as II in Roman numeral, just two one's added together. 12 is written as XII, which is simply X + II. The number 27 is written as XXVII, which is XX + V + II.

Roman numerals are usually written largest to smallest from left to right. However, the numeral for four is not IIII. Instead, the number four is written as IV. Because the one is before the five we subtract it making four. The same principle applies to the number nine, which is written as IX. There are six instances where subtraction is used:

 * I can be placed before V (5) and X (10) to make 4 and 9. 
 * X can be placed before L (50) and C (100) to make 40 and 90. 
 * C can be placed before D (500) and M (1000) to make 400 and 900.

Given an integer, convert it to a roman numeral.

 

Example 1:


Input: num = 3
Output: ""III""
Explanation: 3 is represented as 3 ones.


Example 2:


Input: num = 58
Output: ""LVIII""
Explanation: L = 50, V = 5, III = 3.


Example 3:


Input: num = 1994
Output: ""MCMXCIV""
Explanation: M = 1000, CM = 900, XC = 90 and IV = 4.


 

Constraints:

 * 1 <= num <= 3999",Solutions (5.7K),5.4K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/integer-to-roman/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def intToRoman(self, num: int) -> str:
        

# @lc code=end

if __name__ == ""__main__"":
    num: int = deserialize(""int"", read_line())
    ans = Solution().intToRoman(num)
    print(""\noutput:"", serialize(ans, ""string""))
","class Solution:
    def intToRoman(self, num: int) -> str:
        val = [1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1]
        syms = [""M"", ""CM"", ""D"", ""CD"", ""C"", ""XC"", ""L"", ""XL"", ""X"", ""IX"", ""V"", ""IV"", ""I""]
        roman_num = ''
        i = 0
        while num > 0:
            for _ in range(num // val[i]):
                roman_num += syms[i]
                num -= val[i]
            i += 1
        return roman_num"
False,0,0,13,roman-to-integer,Roman to Integer,roman-to-integer,False,2511463,4294709,13,False,1,"Can you solve this real interview question? Roman to Integer - Roman numerals are represented by seven different symbols: I, V, X, L, C, D and M.


Symbol       Value
I             1
V             5
X             10
L             50
C             100
D             500
M             1000

For example, 2 is written as II in Roman numeral, just two ones added together. 12 is written as XII, which is simply X + II. The number 27 is written as XXVII, which is XX + V + II.

Roman numerals are usually written largest to smallest from left to right. However, the numeral for four is not IIII. Instead, the number four is written as IV. Because the one is before the five we subtract it making four. The same principle applies to the number nine, which is written as IX. There are six instances where subtraction is used:

 * I can be placed before V (5) and X (10) to make 4 and 9. 
 * X can be placed before L (50) and C (100) to make 40 and 90. 
 * C can be placed before D (500) and M (1000) to make 400 and 900.

Given a roman numeral, convert it to an integer.

 

Example 1:


Input: s = ""III""
Output: 3
Explanation: III = 3.


Example 2:


Input: s = ""LVIII""
Output: 58
Explanation: L = 50, V= 5, III = 3.


Example 3:


Input: s = ""MCMXCIV""
Output: 1994
Explanation: M = 1000, CM = 900, XC = 90 and IV = 4.


 

Constraints:

 * 1 <= s.length <= 15
 * s contains only the characters ('I', 'V', 'X', 'L', 'C', 'D', 'M').
 * It is guaranteed that s is a valid roman numeral in the range [1, 3999].",Solutions (14K),9.8K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/roman-to-integer/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def romanToInt(self, s: str) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    s: str = deserialize(""str"", read_line())
    ans = Solution().romanToInt(s)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def romanToInt(self, s: str) -> int:
        roman_dict = {'I': 1, 'V': 5, 'X': 10, 'L': 50, 'C': 100, 'D': 500, 'M': 1000}
        result = 0
        prev_value = 0
        
        for char in s:
            value = roman_dict[char]
            result += value
            if value > prev_value:
                result -= 2 * prev_value
            prev_value = value
        
        return result"
False,0,0,14,longest-common-prefix,Longest Common Prefix,longest-common-prefix,False,2260693,5534855,14,False,1,"Can you solve this real interview question? Longest Common Prefix - Write a function to find the longest common prefix string amongst an array of strings.

If there is no common prefix, return an empty string """".

 

Example 1:


Input: strs = [""flower"",""flow"",""flight""]
Output: ""fl""


Example 2:


Input: strs = [""dog"",""racecar"",""car""]
Output: """"
Explanation: There is no common prefix among the input strings.


 

Constraints:

 * 1 <= strs.length <= 200
 * 0 <= strs[i].length <= 200
 * strs[i] consists of only lowercase English letters.",Solutions (11K),13.2K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/longest-common-prefix/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def longestCommonPrefix(self, strs: List[str]) -> str:
        

# @lc code=end

if __name__ == ""__main__"":
    strs: List[str] = deserialize(""List[str]"", read_line())
    ans = Solution().longestCommonPrefix(strs)
    print(""\noutput:"", serialize(ans, ""string""))
","class Solution:
    def longestCommonPrefix(self, strs: List[str]) -> str:
        if not strs:
            return """"
        s1 = min(strs)
        s2 = max(strs)
        for i, c in enumerate(s1):
            if c != s2[i]:
                return s1[:i]
        return s1"
False,0,0,15,3sum,3Sum,3sum,False,2565144,7878556,15,False,2,"Can you solve this real interview question? 3Sum - Given an integer array nums, return all the triplets [nums[i], nums[j], nums[k]] such that i != j, i != k, and j != k, and nums[i] + nums[j] + nums[k] == 0.

Notice that the solution set must not contain duplicate triplets.

 

Example 1:


Input: nums = [-1,0,1,2,-1,-4]
Output: [[-1,-1,2],[-1,0,1]]
Explanation: 
nums[0] + nums[1] + nums[2] = (-1) + 0 + 1 = 0.
nums[1] + nums[2] + nums[4] = 0 + 1 + (-1) = 0.
nums[0] + nums[3] + nums[4] = (-1) + 2 + (-1) = 0.
The distinct triplets are [-1,0,1] and [-1,-1,2].
Notice that the order of the output and the order of the triplets does not matter.


Example 2:


Input: nums = [0,1,1]
Output: []
Explanation: The only possible triplet does not sum up to 0.


Example 3:


Input: nums = [0,0,0]
Output: [[0,0,0]]
Explanation: The only possible triplet sums up to 0.


 

Constraints:

 * 3 <= nums.length <= 3000
 * -105 <= nums[i] <= 105",Solutions (6.7K),24.9K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/3sum/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def threeSum(self, nums: List[int]) -> List[List[int]]:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().threeSum(nums)
    print(""\noutput:"", serialize(ans, ""integer[][]""))
","class Solution:
    def threeSum(self, nums: List[int]) -> List[List[int]]:
        res = []
        nums.sort()
        for i in range(len(nums)-2):
            if i > 0 and nums[i] == nums[i-1]:
                continue
            left, right = i+1, len(nums)-1
            while left < right:
                total = nums[i] + nums[left] + nums[right]
                if total < 0:
                    left += 1
                elif total > 0:
                    right -= 1
                else:
                    res.append([nums[i], nums[left], nums[right]])
                    while left < right and nums[left] == nums[left+1]:
                        left += 1
                    while left < right and nums[right] == nums[right-1]:
                        right -= 1
                    left += 1
                    right -= 1
        return res"
False,0,0,16,3sum-closest,3Sum Closest,3sum-closest,False,1007270,2200241,16,False,2,"Can you solve this real interview question? 3Sum Closest - Given an integer array nums of length n and an integer target, find three integers in nums such that the sum is closest to target.

Return the sum of the three integers.

You may assume that each input would have exactly one solution.

 

Example 1:


Input: nums = [-1,2,1,-4], target = 1
Output: 2
Explanation: The sum that is closest to the target is 2. (-1 + 2 + 1 = 2).


Example 2:


Input: nums = [0,0,0], target = 1
Output: 0
Explanation: The sum that is closest to the target is 0. (0 + 0 + 0 = 0).


 

Constraints:

 * 3 <= nums.length <= 500
 * -1000 <= nums[i] <= 1000
 * -104 <= target <= 104",Solutions (3.6K),8.9K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/3sum-closest/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def threeSumClosest(self, nums: List[int], target: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    target: int = deserialize(""int"", read_line())
    ans = Solution().threeSumClosest(nums, target)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def threeSumClosest(self, nums: List[int], target: int) -> int:
        nums.sort()
        closest_sum = float('inf')
        for i in range(len(nums) - 2):
            left = i + 1
            right = len(nums) - 1
            while left < right:
                current_sum = nums[i] + nums[left] + nums[right]
                if abs(current_sum - target) < abs(closest_sum - target):
                    closest_sum = current_sum
                if current_sum < target:
                    left += 1
                else:
                    right -= 1
        return closest_sum"
False,0,0,17,letter-combinations-of-a-phone-number,Letter Combinations of a Phone Number,letter-combinations-of-a-phone-number,False,1509316,2672971,17,False,2,"Can you solve this real interview question? Letter Combinations of a Phone Number - Given a string containing digits from 2-9 inclusive, return all possible letter combinations that the number could represent. Return the answer in any order.

A mapping of digits to letters (just like on the telephone buttons) is given below. Note that 1 does not map to any letters.

[https://assets.leetcode.com/uploads/2022/03/15/1200px-telephone-keypad2svg.png]

 

Example 1:


Input: digits = ""23""
Output: [""ad"",""ae"",""af"",""bd"",""be"",""bf"",""cd"",""ce"",""cf""]


Example 2:


Input: digits = """"
Output: []


Example 3:


Input: digits = ""2""
Output: [""a"",""b"",""c""]


 

Constraints:

 * 0 <= digits.length <= 4
 * digits[i] is a digit in the range ['2', '9'].",Solutions (9.6K),14.5K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/letter-combinations-of-a-phone-number/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def letterCombinations(self, digits: str) -> List[str]:
        

# @lc code=end

if __name__ == ""__main__"":
    digits: str = deserialize(""str"", read_line())
    ans = Solution().letterCombinations(digits)
    print(""\noutput:"", serialize(ans, ""string[]""))
","class Solution:
    def letterCombinations(self, digits: str) -> List[str]:
        if not digits:
            return []
        
        phone = {
            '2': ['a', 'b', 'c'],
            '3': ['d', 'e', 'f'],
            '4': ['g', 'h', 'i'],
            '5': ['j', 'k', 'l'],
            '6': ['m', 'n', 'o'],
            '7': ['p', 'q', 'r', 's'],
            '8': ['t', 'u', 'v'],
            '9': ['w', 'x', 'y', 'z']
        }
        
        def backtrack(combination, next_digits):
            if not next_digits:
                output.append(combination)
            else:
                for letter in phone[next_digits[0]]:
                    backtrack(combination + letter, next_digits[1:])
        
        output = []
        backtrack('', digits)
        return output"
False,0,0,18,4sum,4Sum,4sum,False,718570,1999090,18,False,2,"Can you solve this real interview question? 4Sum - Given an array nums of n integers, return an array of all the unique quadruplets [nums[a], nums[b], nums[c], nums[d]] such that:

 * 0 <= a, b, c, d < n
 * a, b, c, and d are distinct.
 * nums[a] + nums[b] + nums[c] + nums[d] == target

You may return the answer in any order.

 

Example 1:


Input: nums = [1,0,-1,0,-2,2], target = 0
Output: [[-2,-1,1,2],[-2,0,0,2],[-1,0,0,1]]


Example 2:


Input: nums = [2,2,2,2,2], target = 8
Output: [[2,2,2,2]]


 

Constraints:

 * 1 <= nums.length <= 200
 * -109 <= nums[i] <= 109
 * -109 <= target <= 109",Solutions (3.3K),8.9K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/4sum/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def fourSum(self, nums: List[int], target: int) -> List[List[int]]:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    target: int = deserialize(""int"", read_line())
    ans = Solution().fourSum(nums, target)
    print(""\noutput:"", serialize(ans, ""integer[][]""))
","class Solution:
    def fourSum(self, nums: List[int], target: int) -> List[List[int]]:
        def findNsum(nums, target, N, result, results):
            if len(nums) < N or N < 2 or target < nums[0] * N or target > nums[-1] * N:
                return
            if N == 2:
                left, right = 0, len(nums) - 1
                while left < right:
                    if nums[left] + nums[right] == target:
                        results.append(result + [nums[left], nums[right]])
                        left += 1
                        right -= 1
                        while left < right and nums[left] == nums[left - 1]:
                            left += 1
                    elif nums[left] + nums[right] < target:
                        left += 1
                    else:
                        right -= 1
            else:
                for i in range(len(nums) - N + 1):
                    if i == 0 or (i > 0 and nums[i] != nums[i - 1]):
                        findNsum(nums[i + 1:], target - nums[i], N - 1, result + [nums[i]], results)

        nums.sort()
        results = []
        findNsum(nums, target, 4, [], results)
        return results"
False,0,0,20,valid-parentheses,Valid Parentheses,valid-parentheses,False,3134558,7785491,20,False,1,"Can you solve this real interview question? Valid Parentheses - Given a string s containing just the characters '(', ')', '{', '}', '[' and ']', determine if the input string is valid.

An input string is valid if:

 1. Open brackets must be closed by the same type of brackets.
 2. Open brackets must be closed in the correct order.
 3. Every close bracket has a corresponding open bracket of the same type.

 

Example 1:


Input: s = ""()""
Output: true


Example 2:


Input: s = ""()[]{}""
Output: true


Example 3:


Input: s = ""(]""
Output: false


 

Constraints:

 * 1 <= s.length <= 104
 * s consists of parentheses only '()[]{}'.",Solutions (14.4K),18.7K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/valid-parentheses/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def isValid(self, s: str) -> bool:
        

# @lc code=end

if __name__ == ""__main__"":
    s: str = deserialize(""str"", read_line())
    ans = Solution().isValid(s)
    print(""\noutput:"", serialize(ans, ""boolean""))
","class Solution:
    def isValid(self, s: str) -> bool:
        stack = []
        mapping = {')': '(', '}': '{', ']': '['}
        
        for char in s:
            if char in mapping:
                top_element = stack.pop() if stack else '#'
                if top_element != mapping[char]:
                    return False
            else:
                stack.append(char)
        
        return not stack or False"
False,0,0,22,generate-parentheses,Generate Parentheses,generate-parentheses,False,1357726,1874000,22,False,2,"Can you solve this real interview question? Generate Parentheses - Given n pairs of parentheses, write a function to generate all combinations of well-formed parentheses.

 

Example 1:

Input: n = 3
Output: [""((()))"",""(()())"",""(())()"",""()(())"",""()()()""]


Example 2:

Input: n = 1
Output: [""()""]


 

Constraints:

 * 1 <= n <= 8",Solutions (6.7K),17.4K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/generate-parentheses/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def generateParenthesis(self, n: int) -> List[str]:
        

# @lc code=end

if __name__ == ""__main__"":
    n: int = deserialize(""int"", read_line())
    ans = Solution().generateParenthesis(n)
    print(""\noutput:"", serialize(ans, ""string[]""))
","class Solution:
    def generateParenthesis(self, n: int) -> List[str]:
        def backtrack(s, left, right):
            if len(s) == 2*n:
                result.append(s)
                return
            if left < n:
                backtrack(s + '(', left+1, right)
            if right < left:
                backtrack(s + ')', left, right+1)
        
        result = []
        backtrack("""", 0, 0)
        return result"
False,0,0,26,remove-duplicates-from-sorted-array,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,False,2862838,5559922,26,False,1,"Can you solve this real interview question? Remove Duplicates from Sorted Array - Given an integer array nums sorted in non-decreasing order, remove the duplicates in-place [https://en.wikipedia.org/wiki/In-place_algorithm] such that each unique element appears only once. The relative order of the elements should be kept the same. Then return the number of unique elements in nums.

Consider the number of unique elements of nums be k, to get accepted, you need to do the following things:

 * Change the array nums such that the first k elements of nums contain the unique elements in the order they were present in nums initially. The remaining elements of nums are not important as well as the size of nums.
 * Return k.

Custom Judge:

The judge will test your solution with the following code:


int[] nums = [...]; // Input array
int[] expectedNums = [...]; // The expected answer with correct length

int k = removeDuplicates(nums); // Calls your implementation

assert k == expectedNums.length;
for (int i = 0; i < k; i++) {
    assert nums[i] == expectedNums[i];
}


If all assertions pass, then your solution will be accepted.

 

Example 1:


Input: nums = [1,1,2]
Output: 2, nums = [1,2,_]
Explanation: Your function should return k = 2, with the first two elements of nums being 1 and 2 respectively.
It does not matter what you leave beyond the returned k (hence they are underscores).


Example 2:


Input: nums = [0,0,1,1,1,2,2,3,3,4]
Output: 5, nums = [0,1,2,3,4,_,_,_,_,_]
Explanation: Your function should return k = 5, with the first five elements of nums being 0, 1, 2, 3, and 4 respectively.
It does not matter what you leave beyond the returned k (hence they are underscores).


 

Constraints:

 * 1 <= nums.length <= 3 * 104
 * -100 <= nums[i] <= 100
 * nums is sorted in non-decreasing order.",Solutions (11.7K),10.5K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/remove-duplicates-from-sorted-array/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def removeDuplicates(self, nums: List[int]) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().removeDuplicates(nums)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def removeDuplicates(self, nums: List[int]) -> int:
        if not nums:
            return 0
        
        k = 1
        for i in range(1, len(nums)):
            if nums[i] != nums[i-1]:
                nums[k] = nums[i]
                k += 1
        
        return k"
False,0,0,27,remove-element,Remove Element,remove-element,False,1716450,3242659,27,False,1,"Can you solve this real interview question? Remove Element - Given an integer array nums and an integer val, remove all occurrences of val in nums in-place [https://en.wikipedia.org/wiki/In-place_algorithm]. The order of the elements may be changed. Then return the number of elements in nums which are not equal to val.

Consider the number of elements in nums which are not equal to val be k, to get accepted, you need to do the following things:

 * Change the array nums such that the first k elements of nums contain the elements which are not equal to val. The remaining elements of nums are not important as well as the size of nums.
 * Return k.

Custom Judge:

The judge will test your solution with the following code:


int[] nums = [...]; // Input array
int val = ...; // Value to remove
int[] expectedNums = [...]; // The expected answer with correct length.
                            // It is sorted with no values equaling val.

int k = removeElement(nums, val); // Calls your implementation

assert k == expectedNums.length;
sort(nums, 0, k); // Sort the first k elements of nums
for (int i = 0; i < actualLength; i++) {
    assert nums[i] == expectedNums[i];
}


If all assertions pass, then your solution will be accepted.

 

Example 1:


Input: nums = [3,2,2,3], val = 3
Output: 2, nums = [2,2,_,_]
Explanation: Your function should return k = 2, with the first two elements of nums being 2.
It does not matter what you leave beyond the returned k (hence they are underscores).


Example 2:


Input: nums = [0,1,2,2,3,0,4,2], val = 2
Output: 5, nums = [0,1,4,0,3,_,_,_]
Explanation: Your function should return k = 5, with the first five elements of nums containing 0, 0, 1, 3, and 4.
Note that the five elements can be returned in any order.
It does not matter what you leave beyond the returned k (hence they are underscores).


 

Constraints:

 * 0 <= nums.length <= 100
 * 0 <= nums[i] <= 50
 * 0 <= val <= 100",Solutions (10K),5.5K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/remove-element/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def removeElement(self, nums: List[int], val: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    val: int = deserialize(""int"", read_line())
    ans = Solution().removeElement(nums, val)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def removeElement(self, nums: List[int], val: int) -> int:
        if not nums:
            return 0
        
        k = 0
        for i in range(len(nums)):
            if nums[i] != val:
                nums[k] = nums[i]
                k += 1
        
        return k"
False,0,0,28,find-the-index-of-the-first-occurrence-in-a-string,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,False,1650473,4234927,28,False,1,"Can you solve this real interview question? Find the Index of the First Occurrence in a String - Given two strings needle and haystack, return the index of the first occurrence of needle in haystack, or -1 if needle is not part of haystack.

 

Example 1:


Input: haystack = ""sadbutsad"", needle = ""sad""
Output: 0
Explanation: ""sad"" occurs at index 0 and 6.
The first occurrence is at index 0, so we return 0.


Example 2:


Input: haystack = ""leetcode"", needle = ""leeto""
Output: -1
Explanation: ""leeto"" did not occur in ""leetcode"", so we return -1.


 

Constraints:

 * 1 <= haystack.length, needle.length <= 104
 * haystack and needle consist of only lowercase English characters.",Solutions (12K),3.1K,"# Created by asetti2002 at 2024/04/17 02:19
# leetgo: 1.4.3
# https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def strStr(self, haystack: str, needle: str) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    haystack: str = deserialize(""str"", read_line())
    needle: str = deserialize(""str"", read_line())
    ans = Solution().strStr(haystack, needle)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def strStr(self, haystack: str, needle: str) -> int:
        return haystack.find(needle)"
